,start_date,close_date,open,high,low,close
0,2023-1-3,2023-1-30,14108.16,15493.82,14001.97,15493.82
1,2023-2-1,2023-2-24,15346.35,15717.96,15291.68,15503.79
2,2023-3-1,2023-3-30,15435.38,15921.97,15186.74,15849.43
3,2023-4-6,2023-4-28,15838.07,15973.82,15284.46,15579.18
4,2023-5-2,2023-5-19,15588.68,16189.81,15424.42,16174.92
5,2023-6-1,2023-6-29,16511.0,17346.32,16477.43,16942.3
6,2023-7-3,2023-7-28,16946.71,17401.59,16593.84,17292.93
7,2023-8-1,2023-8-30,17141.97,17252.32,16264.65,16719.82
8,2023-9-1,2023-9-28,16640.92,16920.92,16202.43,16353.74
9,2023-10-2,2023-10-30,16382.96,16825.91,16073.74,16149.68
10,2023-11-1,2023-11-29,16027.72,17441.79,15978.26,17370.56
11,2023-12-1,2023-12-5,17422.35,17516.61,17252.57,17328.01
