,start_date,close_date,open,high,low,close
0,2018-1-2,2018-1-31,10664.82,11270.18,10650.77,11103.79
1,2018-10-1,2018-10-31,11014.19,11064.34,9400.69,9802.13
2,2018-11-1,2018-11-30,9812.2,10014.42,9616.16,9888.03
3,2018-12-3,2018-12-28,9979.21,10148.75,9473.3,9727.41
4,2018-2-1,2018-2-27,11139.4,11212.1,10189.04,10815.47
5,2018-3-1,2018-3-31,10779.1,11120.2,10638.98,10919.49
6,2018-4-2,2018-4-30,10936.26,11016.35,10478.98,10657.88
7,2018-5-2,2018-5-31,10665.52,11034.12,10500.97,10874.96
8,2018-6-1,2018-6-29,10882.68,11261.68,10633.01,10836.91
9,2018-7-2,2018-7-31,10852.17,11080.41,10523.58,11057.51
10,2018-8-1,2018-8-31,11062.36,11186.05,10606.26,11063.94
11,2018-9-3,2018-9-28,11087.86,11097.11,10667.25,11006.34
