,date,year,month,day,open,high,low,close,week
0,2017-03-01,2017,03,01,9751.12,9758.78,9674.78,9674.78,1
1,2017-03-02,2017,03,02,9727.6,9774.6,9646.34,9691.8,1
2,2017-03-03,2017,03,03,9672.26,9679.82,9633.88,9648.21,1
3,2017-03-06,2017,03,06,9647.0,9688.5,9647.0,9682.63,2
4,2017-03-07,2017,03,07,9690.26,9738.07,9690.2,9738.07,2
5,2017-03-08,2017,03,08,9744.26,9773.49,9712.5,9753.45,2
6,2017-03-09,2017,03,09,9740.05,9743.78,9650.32,9658.61,2
7,2017-03-10,2017,03,10,9653.79,9656.65,9562.75,9627.89,2
8,2017-03-13,2017,03,13,9656.56,9697.34,9656.56,9697.34,3
9,2017-03-14,2017,03,14,9720.53,9767.66,9720.53,9744.21,3
10,2017-03-15,2017,03,15,9741.29,9749.01,9714.58,9740.31,3
11,2017-03-16,2017,03,16,9768.85,9842.17,9768.85,9837.83,3
12,2017-03-17,2017,03,17,9845.59,9908.69,9835.51,9908.69,3
13,2017-03-20,2017,03,20,9905.81,9916.18,9869.35,9912.97,4
14,2017-03-21,2017,03,21,9923.18,9976.61,9918.39,9972.49,4
15,2017-03-22,2017,03,22,9911.96,9922.66,9843.07,9922.66,4
16,2017-03-23,2017,03,23,9921.97,9945.24,9897.45,9930.74,4
17,2017-03-24,2017,03,24,9914.12,9932.68,9892.31,9902.98,4
18,2017-03-27,2017,03,27,9907.6,9917.85,9859.53,9876.77,5
19,2017-03-28,2017,03,28,9909.99,9924.14,9799.28,9876.45,5
20,2017-03-29,2017,03,29,9887.0,9906.76,9831.63,9856.25,5
21,2017-03-30,2017,03,30,9869.28,9878.62,9836.33,9848.15,5
22,2017-03-31,2017,03,31,9846.38,9869.65,9811.52,9811.52,5
