,date,year,month,day,open,high,low,close,week
0,2022-12-01,2022,12,01,15059.92,15152.38,14998.03,15012.8,1
1,2022-12-02,2022,12,02,14933.2,15021.73,14921.06,14970.68,1
2,2022-12-05,2022,12,05,14972.17,15088.06,14969.97,14980.74,2
3,2022-12-06,2022,12,06,14955.29,14957.82,14728.88,14728.88,2
4,2022-12-07,2022,12,07,14708.08,14823.15,14630.01,14630.01,2
5,2022-12-08,2022,12,08,14631.21,14634.16,14464.2,14553.04,2
6,2022-12-09,2022,12,09,14620.27,14742.79,14620.27,14705.43,2
7,2022-12-12,2022,12,12,14658.46,14658.46,14538.66,14612.59,3
8,2022-12-13,2022,12,13,14617.86,14658.7,14515.74,14522.96,3
9,2022-12-14,2022,12,14,14557.56,14739.36,14557.56,14739.36,3
10,2022-12-15,2022,12,15,14692.92,14756.38,14649.54,14734.13,3
11,2022-12-16,2022,12,16,14554.21,14568.31,14447.77,14528.55,3
12,2022-12-19,2022,12,19,14478.45,14493.72,14411.81,14433.32,4
13,2022-12-20,2022,12,20,14410.75,14451.91,14157.99,14170.03,4
14,2022-12-21,2022,12,21,14205.06,14291.98,14197.86,14234.4,4
15,2022-12-22,2022,12,22,14323.04,14442.94,14323.04,14442.94,4
16,2022-12-23,2022,12,23,14318.12,14318.12,14192.98,14271.63,4
17,2022-12-26,2022,12,26,14271.2,14301.11,14253.2,14285.13,5
18,2022-12-27,2022,12,27,14310.19,14410.24,14310.19,14328.43,5
19,2022-12-28,2022,12,28,14249.83,14249.83,14119.3,14173.1,5
