,date,year,month,day,open,high,low,close,week
0,2018-12-03,2018,12,03,9979.21,10148.75,9979.21,10137.87,1
1,2018-12-04,2018,12,04,10120.43,10126.02,10061.7,10083.54,1
2,2018-12-05,2018,12,05,9971.98,9971.98,9895.29,9916.74,1
3,2018-12-06,2018,12,06,9850.08,9850.08,9664.75,9684.72,1
4,2018-12-07,2018,12,07,9719.46,9785.2,9719.46,9760.88,1
5,2018-12-10,2018,12,10,9722.97,9722.97,9626.47,9647.54,2
6,2018-12-11,2018,12,11,9661.72,9720.96,9661.72,9707.04,2
7,2018-12-12,2018,12,12,9741.45,9835.56,9741.45,9816.45,2
8,2018-12-13,2018,12,13,9827.32,9871.96,9815.5,9858.76,2
9,2018-12-14,2018,12,14,9818.95,9818.95,9718.94,9774.16,2
10,2018-12-17,2018,12,17,9762.49,9826.88,9733.98,9787.53,3
11,2018-12-18,2018,12,18,9756.46,9756.67,9701.1,9718.82,3
12,2018-12-19,2018,12,19,9720.92,9783.21,9720.92,9783.21,3
13,2018-12-20,2018,12,20,9729.29,9741.55,9658.5,9674.52,3
14,2018-12-21,2018,12,21,9648.98,9683.95,9585.32,9676.67,3
15,2018-12-22,2018,12,22,9639.24,9652.19,9625.31,9646.16,3
16,2018-12-24,2018,12,24,9646.53,9658.95,9613.29,9639.7,4
17,2018-12-25,2018,12,25,9559.7,9559.7,9479.06,9527.09,4
18,2018-12-26,2018,12,26,9544.87,9591.91,9473.3,9478.99,4
19,2018-12-27,2018,12,27,9555.01,9670.97,9555.01,9641.56,4
20,2018-12-28,2018,12,28,9649.97,9727.41,9630.77,9727.41,4
