,date,year,month,day,open,high,low,close,week
0,2024-09-02,2024,09,02,22341.9,22439.31,22178.04,22235.1,1
1,2024-09-03,2024,09,03,22240.11,22303.5,22092.21,22092.21,1
2,2024-09-04,2024,09,04,21574.65,21574.65,20922.17,21092.75,1
3,2024-09-05,2024,09,05,21271.09,21488.81,21150.99,21187.71,1
4,2024-09-06,2024,09,06,21255.45,21461.71,21125.14,21435.19,1
5,2024-09-09,2024,09,09,21127.81,21163.91,20922.51,21144.44,2
6,2024-09-10,2024,09,10,21252.57,21324.43,20977.0,21064.08,2
7,2024-09-11,2024,09,11,21089.18,21134.05,21031.0,21031.0,2
8,2024-09-12,2024,09,12,21373.64,21706.85,21373.64,21653.25,2
9,2024-09-13,2024,09,13,21754.36,21796.39,21643.22,21759.65,2
10,2024-09-16,2024,09,16,21800.0,21854.74,21736.7,21850.08,3
11,2024-09-18,2024,09,18,21813.54,21859.16,21584.63,21678.84,4
