,date,year,month,day,open,high,low,close,week
0,2023-12-01,2023,12,01,17422.35,17450.13,17355.89,17438.35,1
1,2023-12-04,2023,12,04,17450.64,17516.61,17398.1,17421.48,2
2,2023-12-05,2023,12,05,17401.59,17401.59,17252.57,17328.01,2
3,2023-12-06,2023,12,06,17340.82,17439.85,17337.47,17360.72,2
4,2023-12-07,2023,12,07,17356.92,17387.94,17273.71,17278.74,2
5,2023-12-08,2023,12,08,17309.36,17465.35,17309.36,17383.99,2
6,2023-12-11,2023,12,11,17416.96,17451.82,17372.82,17418.34,3
7,2023-12-12,2023,12,12,17429.61,17528.72,17404.88,17450.63,3
8,2023-12-13,2023,12,13,17447.51,17507.92,17438.69,17468.93,3
9,2023-12-14,2023,12,14,17482.38,17668.35,17482.38,17653.11,3
10,2023-12-15,2023,12,15,17693.33,17743.54,17642.79,17673.87,3
11,2023-12-18,2023,12,18,17637.86,17665.91,17586.88,17652.03,4
