,date,year,month,day,open,high,low,close,week
0,2019-08-01,2019,08,01,10773.06,10773.25,10714.73,10731.75,1
1,2019-08-02,2019,08,02,10641.28,10641.28,10524.68,10549.04,1
2,2019-08-05,2019,08,05,10528.87,10542.49,10418.25,10423.41,2
3,2019-08-06,2019,08,06,10304.88,10425.6,10180.04,10394.75,2
4,2019-08-07,2019,08,07,10422.89,10461.37,10366.54,10386.18,2
5,2019-08-08,2019,08,08,10383.62,10500.77,10383.62,10494.49,2
6,2019-08-12,2019,08,12,10491.79,10514.05,10440.77,10472.36,3
7,2019-08-13,2019,08,13,10436.62,10436.62,10361.89,10362.66,3
8,2019-08-14,2019,08,14,10444.5,10518.02,10427.73,10427.73,3
9,2019-08-15,2019,08,15,10374.75,10374.75,10287.76,10327.13,3
10,2019-08-16,2019,08,16,10345.42,10456.32,10318.37,10420.89,3
11,2019-08-19,2019,08,19,10449.39,10516.05,10449.39,10488.75,4
12,2019-08-20,2019,08,20,10508.42,10538.12,10497.13,10522.5,4
13,2019-08-21,2019,08,21,10526.87,10545.25,10504.49,10525.8,4
14,2019-08-22,2019,08,22,10560.01,10596.41,10515.72,10529.78,4
15,2019-08-23,2019,08,23,10526.15,10541.73,10503.07,10538.11,4
16,2019-08-26,2019,08,26,10453.4,10453.4,10340.15,10354.57,5
17,2019-08-27,2019,08,27,10386.21,10431.78,10368.96,10387.23,5
18,2019-08-28,2019,08,28,10397.6,10456.3,10397.6,10434.29,5
19,2019-08-29,2019,08,29,10440.15,10466.99,10406.49,10462.43,5
20,2019-08-30,2019,08,30,10504.28,10618.05,10504.28,10618.05,5
