,date,year,month,day,open,high,low,close,week
0,2022-09-01,2022,09,01,14981.0,14981.0,14773.19,14801.86,1
1,2022-09-02,2022,09,02,14790.28,14817.4,14673.04,14673.04,1
2,2022-09-05,2022,09,05,14670.18,14753.03,14632.79,14661.1,2
3,2022-09-06,2022,09,06,14705.16,14789.31,14623.22,14677.2,2
4,2022-09-07,2022,09,07,14557.86,14557.86,14397.12,14410.05,2
5,2022-09-08,2022,09,08,14447.09,14583.42,14447.09,14583.42,2
6,2022-09-12,2022,09,12,14711.34,14856.23,14711.34,14807.43,3
7,2022-09-13,2022,09,13,14895.87,14949.56,14856.98,14894.41,3
8,2022-09-14,2022,09,14,14695.19,14699.78,14522.7,14658.31,3
9,2022-09-15,2022,09,15,14647.0,14750.28,14624.55,14670.04,3
10,2022-09-16,2022,09,16,14602.16,14602.16,14521.65,14561.76,3
11,2022-09-19,2022,09,19,14567.27,14585.06,14424.33,14425.68,4
12,2022-09-20,2022,09,20,14474.95,14558.72,14461.39,14549.3,4
13,2022-09-21,2022,09,21,14517.34,14525.46,14384.11,14424.52,4
14,2022-09-22,2022,09,22,14325.67,14325.67,14151.8,14284.63,4
15,2022-09-23,2022,09,23,14231.03,14277.53,14109.71,14118.38,4
16,2022-09-26,2022,09,26,13993.42,13993.42,13743.19,13778.19,5
17,2022-09-27,2022,09,27,13812.99,13862.84,13732.32,13826.59,5
18,2022-09-28,2022,09,28,13816.7,13854.09,13466.07,13466.07,5
