,date,year,month,day,open,high,low,close,week
0,2024-04-01,2024,04,01,20319.73,20387.23,20217.58,20222.33,1
1,2024-04-02,2024,04,02,20359.81,20466.57,20359.81,20466.57,1
2,2024-04-03,2024,04,03,20388.84,20403.73,20269.66,20337.6,1
3,2024-04-08,2024,04,08,20395.05,20487.83,20379.83,20417.7,2
4,2024-04-09,2024,04,09,20521.56,20820.81,20521.56,20796.2,2
5,2024-04-10,2024,04,10,20789.42,20883.69,20763.53,20763.53,2
6,2024-04-11,2024,04,11,20713.25,20770.83,20651.88,20753.22,2
7,2024-04-12,2024,04,12,20772.79,20825.04,20713.87,20736.57,2
8,2024-04-15,2024,04,15,20586.53,20623.77,20449.77,20449.77,3
9,2024-04-16,2024,04,16,20365.11,20365.11,19844.54,19901.96,3
10,2024-04-17,2024,04,17,19986.62,20264.99,19986.62,20213.33,3
11,2024-04-18,2024,04,18,20126.57,20363.09,20057.81,20301.2,3
12,2024-04-19,2024,04,19,19992.06,19992.06,19291.88,19527.12,3
13,2024-04-22,2024,04,22,19466.44,19695.49,19395.31,19411.22,4
14,2024-04-23,2024,04,23,19564.38,19709.0,19509.74,19599.28,4
15,2024-04-24,2024,04,24,19770.46,20165.77,19770.46,20131.74,4
16,2024-04-25,2024,04,25,20003.0,20003.0,19848.57,19857.42,4
17,2024-04-26,2024,04,26,20094.17,20226.29,20087.61,20120.51,4
