,date,year,month,day,open,high,low,close,week
0,2023-11-01,2023,11,01,16027.72,16099.03,15978.26,16038.56,1
1,2023-11-02,2023,11,02,16094.26,16396.95,16094.26,16396.95,1
2,2023-11-03,2023,11,03,16412.54,16520.1,16412.54,16507.65,1
3,2023-11-06,2023,11,06,16572.56,16720.56,16572.56,16649.36,2
4,2023-11-07,2023,11,07,16650.14,16684.95,16608.1,16684.95,2
5,2023-11-08,2023,11,08,16691.32,16775.23,16665.4,16740.83,2
6,2023-11-09,2023,11,09,16741.16,16759.43,16680.91,16745.65,2
7,2023-11-10,2023,11,10,16725.94,16725.94,16651.23,16682.67,2
8,2023-11-13,2023,11,13,16711.53,16961.02,16711.53,16839.29,3
9,2023-11-14,2023,11,14,16884.52,16946.38,16884.52,16915.71,3
10,2023-11-15,2023,11,15,17039.62,17143.88,17034.95,17128.78,3
11,2023-11-16,2023,11,16,17136.52,17194.32,17089.4,17171.18,3
12,2023-11-17,2023,11,17,17155.86,17253.47,17147.56,17208.95,3
13,2023-11-20,2023,11,20,17197.82,17219.76,17151.82,17210.47,4
14,2023-11-21,2023,11,21,17239.94,17421.17,17239.94,17416.7,4
15,2023-11-22,2023,11,22,17325.6,17344.53,17264.95,17310.26,4
