,date,year,month,day,open,high,low,close,week
0,2024-03-01,2024,03,01,19021.35,19041.92,18923.46,18935.93,1
1,2024-03-04,2024,03,04,18952.69,19333.39,18952.69,19305.31,2
2,2024-03-05,2024,03,05,19398.97,19453.85,19332.73,19386.92,2
3,2024-03-06,2024,03,06,19283.61,19532.3,19246.3,19499.45,2
4,2024-03-07,2024,03,07,19678.36,19794.57,19630.79,19693.52,2
5,2024-03-08,2024,03,08,19966.49,20065.5,19638.13,19785.32,2
6,2024-03-11,2024,03,11,19671.9,19828.7,19649.67,19726.08,3
7,2024-03-12,2024,03,12,19672.76,19917.06,19664.71,19914.55,3
