,date,year,month,day,open,high,low,close,week
0,2019-10-01,2019,10,01,10855.6,10967.65,10855.6,10967.65,1
1,2019-10-02,2019,10,02,10945.92,10965.2,10927.39,10947.88,1
2,2019-10-03,2019,10,03,10866.5,10888.4,10809.28,10875.91,1
3,2019-10-04,2019,10,04,10907.69,10941.49,10854.12,10894.48,1
4,2019-10-07,2019,10,07,10932.24,10954.45,10919.43,10935.06,2
5,2019-10-08,2019,10,08,10986.01,11020.51,10986.01,11017.31,2
6,2019-10-09,2019,10,09,10976.93,10989.39,10889.96,10889.96,2
7,2019-10-14,2019,10,14,11004.74,11085.49,11004.74,11066.95,3
8,2019-10-15,2019,10,15,11103.5,11126.45,11091.29,11111.8,3
9,2019-10-16,2019,10,16,11166.17,11180.11,11113.18,11162.83,3
10,2019-10-17,2019,10,17,11156.14,11186.88,11131.45,11186.88,3
11,2019-10-18,2019,10,18,11190.21,11237.38,11154.86,11180.22,3
12,2019-10-21,2019,10,21,11166.24,11188.13,11147.86,11184.15,4
13,2019-10-22,2019,10,22,11221.19,11271.25,11218.25,11271.25,4
14,2019-10-23,2019,10,23,11266.18,11281.12,11209.1,11239.67,4
15,2019-10-24,2019,10,24,11266.84,11320.14,11254.59,11320.14,4
16,2019-10-25,2019,10,25,11336.64,11347.18,11281.37,11296.12,4
17,2019-10-28,2019,10,28,11321.99,11341.03,11295.44,11315.02,5
18,2019-10-29,2019,10,29,11347.39,11373.95,11292.83,11333.87,5
19,2019-10-30,2019,10,30,11336.97,11380.28,11306.95,11380.28,5
20,2019-10-31,2019,10,31,11393.68,11428.42,11358.71,11358.71,5
