,date,year,month,day,open,high,low,close,week
0,2017-11-01,2017,11,01,10816.04,10843.41,10785.32,10806.36,1
1,2017-11-02,2017,11,02,10797.63,10827.67,10788.51,10788.51,1
2,2017-11-03,2017,11,03,10797.91,10835.7,10765.31,10800.77,1
3,2017-11-06,2017,11,06,10856.56,10858.5,10769.19,10786.19,2
4,2017-11-07,2017,11,07,10820.83,10842.61,10807.89,10840.34,2
5,2017-11-08,2017,11,08,10839.44,10844.74,10806.01,10818.99,2
6,2017-11-09,2017,11,09,10802.95,10831.38,10721.87,10743.27,2
7,2017-11-10,2017,11,10,10713.67,10742.61,10659.29,10732.67,2
8,2017-11-13,2017,11,13,10728.22,10749.39,10683.92,10683.92,3
9,2017-11-14,2017,11,14,10716.59,10735.08,10654.58,10687.18,3
10,2017-11-15,2017,11,15,10662.08,10669.59,10600.26,10630.65,3
11,2017-11-16,2017,11,16,10629.16,10666.66,10609.23,10625.04,3
12,2017-11-17,2017,11,17,10673.43,10729.45,10673.43,10701.64,3
13,2017-11-20,2017,11,20,10706.79,10728.39,10656.18,10664.55,4
14,2017-11-21,2017,11,21,10688.22,10787.58,10687.26,10779.24,4
15,2017-11-22,2017,11,22,10815.4,10882.65,10801.1,10822.59,4
16,2017-11-23,2017,11,23,10837.61,10872.29,10809.09,10854.57,4
17,2017-11-24,2017,11,24,10847.79,10873.91,10833.78,10854.09,4
18,2017-11-27,2017,11,27,10836.82,10856.0,10746.74,10750.93,5
19,2017-11-28,2017,11,28,10733.56,10752.58,10692.53,10707.07,5
20,2017-11-29,2017,11,29,10735.24,10762.91,10697.62,10713.55,5
21,2017-11-30,2017,11,30,10623.2,10650.18,10560.44,10560.44,5
