,date,year,month,day,open,high,low,close,week
0,2022-08-01,2022,08,01,14982.27,14994.36,14886.81,14981.69,1
1,2022-08-02,2022,08,02,14860.94,14860.94,14663.46,14747.23,1
2,2022-08-03,2022,08,03,14757.51,14777.02,14673.35,14777.02,1
3,2022-08-04,2022,08,04,14741.47,14766.57,14545.69,14702.2,1
4,2022-08-05,2022,08,05,14802.34,15041.41,14802.34,15036.04,1
5,2022-08-08,2022,08,08,14972.21,15034.87,14908.17,15020.41,2
6,2022-08-09,2022,08,09,14965.12,15077.63,14905.23,15050.28,2
7,2022-08-10,2022,08,10,14940.76,14982.33,14890.55,14939.02,2
8,2022-08-11,2022,08,11,15087.59,15204.79,15087.59,15197.85,2
9,2022-08-12,2022,08,12,15203.91,15298.42,15198.93,15288.97,2
10,2022-08-15,2022,08,15,15332.92,15437.23,15315.12,15417.35,3
11,2022-08-16,2022,08,16,15435.04,15451.83,15392.49,15420.57,3
12,2022-08-17,2022,08,17,15423.44,15475.89,15390.84,15465.45,3
13,2022-08-18,2022,08,18,15384.73,15396.76,15311.22,15396.76,3
14,2022-08-19,2022,08,19,15394.36,15458.45,15346.26,15408.78,3
