,date,year,month,day,open,high,low,close,week
0,2017-06-01,2017,06,01,10064.44,10100.37,10059.93,10087.42,1
1,2017-06-02,2017,06,02,10117.76,10152.53,10117.06,10152.53,1
2,2017-06-03,2017,06,03,10155.56,10164.98,10140.28,10158.15,1
3,2017-06-05,2017,06,05,10164.89,10226.84,10164.89,10226.84,2
4,2017-06-06,2017,06,06,10213.17,10221.64,10190.39,10206.18,2
5,2017-06-07,2017,06,07,10216.14,10242.39,10183.15,10209.99,2
6,2017-06-08,2017,06,08,10215.93,10235.7,10211.0,10225.78,2
7,2017-06-09,2017,06,09,10238.55,10268.37,10198.8,10199.65,2
8,2017-06-12,2017,06,12,10137.04,10158.64,10109.96,10109.96,3
9,2017-06-13,2017,06,13,10109.7,10146.67,10109.7,10128.15,3
10,2017-06-14,2017,06,14,10142.8,10165.31,10033.25,10072.46,3
11,2017-06-15,2017,06,15,10079.14,10089.07,10046.8,10088.35,3
12,2017-06-16,2017,06,16,10078.69,10159.47,10073.12,10156.73,3
13,2017-06-19,2017,06,19,10162.22,10250.6,10162.22,10250.6,4
14,2017-06-20,2017,06,20,10286.79,10354.37,10286.79,10324.46,4
15,2017-06-21,2017,06,21,10310.97,10379.82,10274.75,10349.72,4
16,2017-06-22,2017,06,22,10369.08,10403.36,10368.93,10399.06,4
17,2017-06-23,2017,06,23,10403.56,10422.33,10374.01,10377.7,4
18,2017-06-26,2017,06,26,10341.86,10513.96,10341.86,10513.96,5
19,2017-06-27,2017,06,27,10513.0,10545.7,10489.1,10512.06,5
20,2017-06-28,2017,06,28,10459.17,10459.17,10382.81,10390.55,5
21,2017-06-29,2017,06,29,10442.18,10476.51,10390.9,10421.65,5
22,2017-06-30,2017,06,30,10367.26,10395.07,10329.84,10395.07,5
