,date,year,month,day,open,high,low,close,week
0,2017-07-03,2017,07,03,10368.99,10412.79,10363.5,10412.79,1
1,2017-07-04,2017,07,04,10397.93,10421.72,10347.78,10347.78,1
2,2017-07-05,2017,07,05,10352.39,10404.79,10304.74,10404.79,1
3,2017-07-06,2017,07,06,10380.66,10381.2,10336.32,10368.2,1
4,2017-07-07,2017,07,07,10343.3,10343.3,10294.69,10297.25,1
5,2017-07-10,2017,07,10,10310.74,10331.11,10283.95,10289.91,2
6,2017-07-11,2017,07,11,10313.08,10415.57,10313.08,10415.57,2
7,2017-07-12,2017,07,12,10396.97,10450.87,10393.54,10420.68,2
8,2017-07-13,2017,07,13,10418.74,10485.28,10418.74,10460.15,2
9,2017-07-14,2017,07,14,10450.92,10466.34,10423.4,10443.91,2
10,2017-07-17,2017,07,17,10467.27,10490.05,10436.31,10457.54,3
11,2017-07-18,2017,07,18,10447.47,10481.26,10429.85,10481.26,3
12,2017-07-19,2017,07,19,10472.81,10537.42,10472.81,10506.1,3
13,2017-07-20,2017,07,20,10513.12,10534.52,10483.54,10499.36,3
14,2017-07-21,2017,07,21,10468.47,10477.72,10428.56,10436.7,3
15,2017-07-24,2017,07,24,10426.13,10461.28,10406.81,10461.28,4
16,2017-07-25,2017,07,25,10455.14,10473.98,10442.85,10463.15,4
17,2017-07-26,2017,07,26,10477.15,10500.11,10416.57,10419.11,4
18,2017-07-27,2017,07,27,10427.83,10516.23,10427.83,10508.37,4
19,2017-07-28,2017,07,28,10480.67,10480.67,10410.53,10423.05,4
20,2017-07-31,2017,07,31,10396.76,10427.33,10366.17,10427.33,5
