,date,year,month,day,open,high,low,close,week
0,2023-10-02,2023,10,02,16382.96,16575.31,16382.96,16557.31,1
1,2023-10-03,2023,10,03,16520.24,16571.66,16453.8,16454.34,1
2,2023-10-04,2023,10,04,16419.48,16419.48,16203.34,16273.38,1
3,2023-10-05,2023,10,05,16313.89,16477.61,16313.89,16453.52,1
4,2023-10-06,2023,10,06,16482.93,16539.13,16482.93,16520.57,1
5,2023-10-11,2023,10,11,16567.43,16729.5,16567.43,16672.03,2
6,2023-10-12,2023,10,12,16698.85,16825.91,16684.43,16825.91,2
7,2023-10-13,2023,10,13,16815.91,16815.91,16726.43,16782.57,2
8,2023-10-16,2023,10,16,16712.93,16712.93,16614.1,16652.24,3
9,2023-10-17,2023,10,17,16678.28,16770.64,16618.3,16642.55,3
10,2023-10-18,2023,10,18,16608.02,16612.25,16398.76,16440.91,3
11,2023-10-19,2023,10,19,16416.54,16479.35,16382.4,16452.73,3
12,2023-10-20,2023,10,20,16434.43,16462.56,16271.82,16440.72,3
13,2023-10-23,2023,10,23,16391.41,16391.41,16245.84,16251.36,4
14,2023-10-24,2023,10,24,16257.8,16318.77,16163.0,16309.76,4
