,date,year,month,day,open,high,low,close,week
0,2024-10-01,2024,10,01,22329.65,22446.86,22311.33,22390.39,1
1,2024-10-04,2024,10,04,22459.1,22493.05,22193.5,22302.71,2
2,2024-10-07,2024,10,07,22479.24,22719.07,22479.24,22702.56,3
3,2024-10-08,2024,10,08,22691.32,22691.32,22418.38,22611.39,3
4,2024-10-09,2024,10,09,22637.17,22885.95,22637.17,22659.08,3
5,2024-10-11,2024,10,11,22726.19,23011.11,22726.19,22901.64,4
6,2024-10-14,2024,10,14,22947.32,23015.55,22799.14,22975.29,5
7,2024-10-15,2024,10,15,23083.7,23353.91,23082.06,23292.04,5
8,2024-10-16,2024,10,16,22990.64,23258.52,22866.73,23010.98,5
9,2024-10-17,2024,10,17,23114.21,23191.79,22950.7,23053.84,5
10,2024-10-18,2024,10,18,23620.57,23713.7,23378.36,23487.27,5
11,2024-10-21,2024,10,21,23602.98,23678.51,23480.06,23542.53,6
12,2024-10-22,2024,10,22,23428.11,23535.43,23269.86,23535.43,6
13,2024-10-23,2024,10,23,23402.24,23486.45,23318.84,23334.76,6
14,2024-10-24,2024,10,24,23446.64,23446.64,23150.77,23192.52,6
15,2024-10-25,2024,10,25,23255.07,23388.53,23222.77,23348.45,6
16,2024-10-28,2024,10,28,23455.69,23547.12,23164.42,23198.07,7
