,date,year,month,day,open,high,low,close,week
0,2023-01-03,2023,01,03,14108.16,14237.94,14001.97,14224.12,1
1,2023-01-04,2023,01,04,14186.95,14257.45,14177.97,14199.13,1
2,2023-01-05,2023,01,05,14285.12,14357.6,14270.93,14301.05,1
3,2023-01-06,2023,01,06,14278.52,14384.92,14278.52,14373.34,1
4,2023-01-09,2023,01,09,14504.47,14752.21,14504.47,14752.21,2
5,2023-01-10,2023,01,10,14796.27,14816.13,14728.56,14802.96,2
6,2023-01-11,2023,01,11,14822.86,14842.74,14734.44,14751.44,2
7,2023-01-12,2023,01,12,14780.58,14813.31,14700.73,14731.64,2
8,2023-01-13,2023,01,13,14923.05,14962.31,14822.15,14824.13,2
9,2023-01-16,2023,01,16,14895.26,14960.92,14895.26,14927.01,3
10,2023-01-17,2023,01,17,14922.34,14945.23,14884.78,14932.93,3
