,date,year,month,day,open,high,low,close,week
0,2018-10-01,2018,10,01,11014.19,11062.43,11012.95,11051.8,1
1,2018-10-02,2018,10,02,11048.89,11064.34,10906.42,10919.63,1
2,2018-10-03,2018,10,03,10918.74,10926.73,10839.46,10863.94,1
3,2018-10-04,2018,10,04,10826.19,10826.19,10707.76,10718.91,1
4,2018-10-05,2018,10,05,10665.29,10669.63,10446.94,10517.12,1
5,2018-10-08,2018,10,08,10467.85,10507.83,10403.13,10455.93,2
6,2018-10-09,2018,10,09,10464.39,10503.1,10428.97,10466.83,2
7,2018-10-11,2018,10,11,10272.04,10272.04,9797.93,9806.11,3
8,2018-10-12,2018,10,12,9811.58,10046.01,9740.76,10045.81,3
9,2018-10-15,2018,10,15,9989.63,9989.63,9890.47,9901.12,4
10,2018-10-16,2018,10,16,9891.97,10011.19,9888.73,9981.1,4
11,2018-10-17,2018,10,17,10048.43,10127.01,9978.25,9979.14,4
12,2018-10-18,2018,10,18,9975.46,10019.5,9919.79,9953.73,4
13,2018-10-19,2018,10,19,9879.47,9919.26,9762.91,9919.26,4
14,2018-10-22,2018,10,22,9871.3,9984.15,9822.15,9974.28,5
15,2018-10-23,2018,10,23,9912.28,9912.28,9775.2,9775.2,5
16,2018-10-24,2018,10,24,9774.29,9809.19,9667.85,9759.4,5
17,2018-10-25,2018,10,25,9622.95,9622.95,9475.61,9520.79,5
18,2018-10-26,2018,10,26,9570.19,9629.07,9400.69,9489.18,5
19,2018-10-29,2018,10,29,9515.43,9554.35,9459.12,9516.32,6
20,2018-10-30,2018,10,30,9508.81,9574.83,9481.66,9526.11,6
21,2018-10-31,2018,10,31,9588.86,9802.13,9588.86,9802.13,6
