,date,year,month,day,open,high,low,close,week
0,2023-02-01,2023,02,01,15346.35,15420.13,15291.68,15420.13,1
1,2023-02-02,2023,02,02,15508.83,15602.09,15496.52,15595.16,1
2,2023-02-03,2023,02,03,15591.95,15617.73,15504.03,15602.66,1
3,2023-02-06,2023,02,06,15514.8,15514.8,15392.82,15392.82,2
4,2023-02-07,2023,02,07,15376.12,15462.1,15363.65,15400.91,2
5,2023-02-08,2023,02,08,15538.71,15631.22,15520.05,15618.17,2
6,2023-02-09,2023,02,09,15590.0,15617.34,15553.84,15598.71,2
7,2023-02-10,2023,02,10,15627.33,15628.3,15546.11,15586.65,2
8,2023-02-13,2023,02,13,15564.76,15569.99,15465.56,15544.28,3
9,2023-02-14,2023,02,14,15584.74,15669.63,15584.74,15654.48,3
10,2023-02-15,2023,02,15,15497.67,15553.68,15388.85,15432.89,3
11,2023-02-16,2023,02,16,15474.46,15585.48,15474.46,15550.5,3
12,2023-02-17,2023,02,17,15503.75,15503.75,15418.43,15479.7,3
