,date,year,month,day,open,high,low,close,week
0,2019-04-01,2019,04,01,10714.68,10735.07,10627.01,10642.63,1
1,2019-04-02,2019,04,02,10695.47,10728.38,10685.1,10690.3,1
2,2019-04-03,2019,04,03,10725.17,10741.56,10690.23,10704.38,1
3,2019-04-08,2019,04,08,10759.96,10807.05,10759.96,10800.57,2
4,2019-04-09,2019,04,09,10805.39,10851.6,10793.77,10851.6,2
5,2019-04-10,2019,04,10,10839.93,10875.65,10815.61,10868.14,2
6,2019-04-11,2019,04,11,10869.24,10887.12,10797.76,10808.77,2
7,2019-04-12,2019,04,12,10820.94,10836.44,10782.02,10805.3,2
8,2019-04-15,2019,04,15,10849.84,10897.21,10849.55,10875.6,3
9,2019-04-16,2019,04,16,10905.63,10927.85,10876.34,10927.85,3
10,2019-04-17,2019,04,17,10961.61,11016.92,10961.61,10997.26,3
11,2019-04-18,2019,04,18,11038.24,11077.99,10926.85,10962.02,3
12,2019-04-19,2019,04,19,11017.69,11045.08,10950.43,10968.5,3
13,2019-04-22,2019,04,22,10994.52,11027.49,10974.82,10987.71,4
14,2019-04-23,2019,04,23,10994.28,11025.68,10949.3,11025.68,4
15,2019-04-24,2019,04,24,11054.02,11070.85,10995.83,11027.64,4
16,2019-04-25,2019,04,25,11017.73,11046.77,11006.68,11039.86,4
17,2019-04-26,2019,04,26,10986.53,10986.53,10906.44,10952.47,4
18,2019-04-29,2019,04,29,10952.91,10992.55,10905.78,10939.06,5
19,2019-04-30,2019,04,30,10945.94,10978.1,10910.78,10967.73,5
