,date,year,month,day,open,high,low,close,week
0,2022-01-03,2022,01,03,18260.23,18379.69,18238.47,18270.51,1
1,2022-01-04,2022,01,04,18395.14,18526.35,18395.14,18526.35,1
2,2022-01-05,2022,01,05,18598.13,18619.61,18446.52,18499.96,1
3,2022-01-06,2022,01,06,18395.72,18427.15,18253.82,18367.92,1
4,2022-01-07,2022,01,07,18388.16,18444.12,18134.41,18169.76,1
5,2022-01-10,2022,01,10,18095.39,18243.26,18043.97,18239.38,2
6,2022-01-11,2022,01,11,18266.54,18293.53,18135.43,18288.21,2
7,2022-01-12,2022,01,12,18348.39,18394.7,18255.38,18375.4,2
8,2022-01-13,2022,01,13,18356.21,18459.73,18346.81,18436.93,2
9,2022-01-14,2022,01,14,18509.0,18509.0,18213.44,18403.33,2
10,2022-01-17,2022,01,17,18512.15,18535.42,18435.02,18525.44,3
11,2022-01-18,2022,01,18,18492.81,18575.41,18378.64,18378.64,3
12,2022-01-19,2022,01,19,18275.18,18359.14,18199.35,18227.46,3
