,start_date,close_date,open,high,low,close
0,2023-1-3,2023-1-6,14108.16,14384.92,14001.97,14373.34
1,2023-1-9,2023-1-13,14504.47,14962.31,14504.47,14824.13
2,2023-1-16,2023-1-17,14895.26,14960.92,14884.78,14932.93
3,2023-1-30,2023-1-30,15291.53,15493.82,15291.53,15493.82
4,2023-2-1,2023-2-3,15346.35,15617.73,15291.68,15602.66
5,2023-2-6,2023-2-10,15514.8,15631.22,15363.65,15586.65
6,2023-2-13,2023-2-17,15564.76,15669.63,15388.85,15479.7
7,2023-2-20,2023-2-24,15452.01,15717.96,15345.93,15503.79
8,2023-3-1,2023-3-3,15435.38,15713.42,15387.38,15608.42
9,2023-3-6,2023-3-10,15675.28,15879.16,15488.71,15526.2
10,2023-3-13,2023-3-17,15514.03,15571.17,15186.74,15452.96
11,2023-3-20,2023-3-24,15454.75,15921.97,15399.07,15914.7
12,2023-3-27,2023-3-30,15873.67,15902.06,15681.1,15849.43
13,2023-4-6,2023-4-7,15838.07,15877.99,15733.29,15836.5
14,2023-4-10,2023-4-14,15850.94,15973.82,15800.42,15929.43
15,2023-4-17,2023-4-21,15934.64,15967.89,15592.96,15602.99
16,2023-4-24,2023-4-28,15555.1,15643.86,15284.46,15579.18
17,2023-5-2,2023-5-5,15588.68,15673.62,15523.5,15626.07
18,2023-5-8,2023-5-12,15648.54,15757.8,15424.42,15502.36
19,2023-5-15,2023-5-19,15489.18,16189.81,15434.52,16174.92
20,2023-6-12,2023-6-16,16899.49,17346.32,16899.49,17288.91
21,2023-6-19,2023-6-21,17274.07,17306.81,17121.59,17202.4
22,2023-6-26,2023-6-29,17182.48,17182.48,16887.9,16942.3
23,2023-7-3,2023-7-7,16946.71,17154.1,16593.84,16664.21
24,2023-7-10,2023-7-11,16667.43,16898.91,16635.83,16898.91
25,2023-7-17,2023-7-21,17279.11,17401.59,16859.13,17030.7
26,2023-7-24,2023-7-28,17036.79,17328.21,16941.15,17292.93
27,2023-8-7,2023-8-11,16870.81,17043.56,16601.17,16601.25
28,2023-8-14,2023-8-18,16585.41,16585.41,16264.65,16381.31
29,2023-8-21,2023-8-25,16414.14,16822.36,16347.77,16481.58
30,2023-8-28,2023-8-30,16498.86,16780.42,16495.76,16719.82
31,2023-9-1,2023-9-1,16640.92,16730.13,16619.23,16644.94
32,2023-9-4,2023-9-8,16649.67,16841.19,16505.64,16576.02
33,2023-9-11,2023-9-12,16579.83,16600.03,16398.3,16572.71
34,2023-9-18,2023-9-22,16893.97,16893.97,16202.43,16344.48
35,2023-9-25,2023-9-28,16345.78,16498.38,16212.86,16353.74
36,2023-10-2,2023-10-3,16382.96,16575.31,16382.96,16454.34
37,2023-10-16,2023-10-20,16712.93,16770.64,16271.82,16440.72
38,2023-10-23,2023-10-27,16391.41,16459.34,16073.74,16134.61
39,2023-10-30,2023-10-30,16142.06,16203.33,16101.24,16149.68
40,2023-11-1,2023-11-3,16027.72,16520.1,15978.26,16507.65
41,2023-11-6,2023-11-10,16572.56,16775.23,16572.56,16682.67
42,2023-11-13,2023-11-17,16711.53,17253.47,16711.53,17208.95
43,2023-11-20,2023-11-24,17197.82,17421.17,17151.82,17287.42
44,2023-11-27,2023-11-29,17291.23,17441.79,17133.76,17370.56
45,2023-12-1,2023-12-1,17422.35,17450.13,17355.89,17438.35
46,2023-12-4,2023-12-7,17450.64,17516.61,17252.57,17278.74
47,2023-12-11,2023-12-15,17416.96,17743.54,17372.82,17673.87
48,2023-12-18,2023-12-22,17637.86,17669.84,17442.76,17596.63
49,2023-12-25,2023-12-25,17596.27,17663.35,17595.27,17604.84
