,start_date,close_date,open,high,low,close
0,2017-1-3,2017-1-6,9252.56,9381.11,9235.95,9372.22
1,2017-1-9,2017-1-13,9376.48,9430.58,9319.45,9378.83
2,2017-1-16,2017-1-20,9356.54,9359.01,9281.21,9331.46
3,2017-1-23,2017-1-24,9363.66,9468.34,9363.66,9447.95
4,2017-10-2,2017-10-3,10425.1,10495.34,10414.53,10469.35
5,2017-10-5,2017-10-6,10473.28,10557.67,10473.28,10532.81
6,2017-10-11,2017-10-13,10576.12,10724.09,10576.12,10724.09
7,2017-10-16,2017-10-20,10735.14,10798.54,10684.32,10728.88
8,2017-10-23,2017-10-27,10759.47,10803.6,10701.08,10709.11
9,2017-10-30,2017-11-3,10777.6,10843.41,10743.13,10800.77
10,2017-11-6,2017-11-10,10856.56,10858.5,10659.29,10732.67
11,2017-11-13,2017-11-17,10728.22,10749.39,10600.26,10701.64
12,2017-11-20,2017-11-24,10706.79,10882.65,10656.18,10854.09
13,2017-11-27,2017-12-1,10836.82,10856.0,10495.15,10600.37
14,2017-12-4,2017-12-8,10617.27,10665.43,10322.76,10398.62
15,2017-12-11,2017-12-15,10438.33,10577.53,10408.06,10491.44
16,2017-12-18,2017-12-22,10478.74,10545.78,10452.08,10537.27
17,2017-12-25,2017-12-29,10546.64,10659.98,10408.12,10642.86
18,2017-2-2,2017-2-3,9502.25,9521.34,9413.77,9455.56
19,2017-2-6,2017-2-10,9467.67,9688.15,9467.67,9665.59
20,2017-2-13,2017-2-18,9690.39,9869.59,9681.1,9779.92
21,2017-2-20,2017-2-24,9795.81,9820.07,9721.36,9750.47
22,2017-3-1,2017-3-3,9751.12,9774.6,9633.88,9648.21
23,2017-3-6,2017-3-10,9647.0,9773.49,9562.75,9627.89
24,2017-3-13,2017-3-17,9656.56,9908.69,9656.56,9908.69
25,2017-3-20,2017-3-24,9905.81,9976.61,9843.07,9902.98
26,2017-3-27,2017-3-31,9907.6,9924.14,9799.28,9811.52
27,2017-4-5,2017-4-7,9856.44,9949.48,9788.52,9873.37
28,2017-4-10,2017-4-14,9880.29,9898.64,9730.94,9732.93
29,2017-4-17,2017-4-21,9740.81,9771.07,9622.25,9717.41
30,2017-4-24,2017-4-28,9742.91,9897.04,9683.7,9872.0
31,2017-5-2,2017-5-5,9926.44,9979.91,9899.94,9899.94
32,2017-5-8,2017-5-12,9934.13,10018.79,9899.08,9986.82
33,2017-5-15,2017-5-19,9978.28,10058.59,9895.65,9947.62
34,2017-5-22,2017-5-26,9965.08,10121.88,9960.94,10101.95
35,2017-5-31,2017-6-3,10095.95,10164.98,10025.88,10158.15
36,2017-6-5,2017-6-9,10164.89,10268.37,10164.89,10199.65
37,2017-6-12,2017-6-16,10137.04,10165.31,10033.25,10156.73
38,2017-6-19,2017-6-23,10162.22,10422.33,10162.22,10377.7
39,2017-6-26,2017-6-30,10341.86,10545.7,10329.84,10395.07
40,2017-7-3,2017-7-7,10368.99,10421.72,10294.69,10297.25
41,2017-7-10,2017-7-14,10310.74,10485.28,10283.95,10443.91
42,2017-7-17,2017-7-21,10467.27,10537.42,10428.56,10436.7
43,2017-7-24,2017-7-28,10426.13,10516.23,10406.81,10423.05
44,2017-7-31,2017-8-4,10396.76,10519.27,10366.17,10506.56
45,2017-8-7,2017-8-11,10521.69,10619.42,10238.5,10329.57
46,2017-8-14,2017-8-18,10347.66,10372.41,10225.28,10321.33
47,2017-8-21,2017-8-25,10316.09,10519.84,10282.72,10515.51
48,2017-8-28,2017-9-1,10502.8,10619.52,10463.22,10594.82
49,2017-9-4,2017-9-8,10585.44,10617.84,10509.91,10609.95
50,2017-9-11,2017-9-15,10630.16,10656.25,10508.72,10580.41
51,2017-9-18,2017-9-22,10590.8,10664.18,10446.45,10449.68
52,2017-9-25,2017-9-30,10442.05,10447.09,10257.02,10383.94
