,start_date,close_date,open,high,low,close
0,2022-1-3,2022-1-7,18260.23,18619.61,18134.41,18169.76
1,2022-1-10,2022-1-14,18095.39,18509.0,18043.97,18403.33
2,2022-1-17,2022-1-21,18512.15,18575.41,17851.39,17899.3
3,2022-1-24,2022-1-26,17843.33,18004.45,17633.03,17674.4
4,2022-2-7,2022-2-11,17750.7,18338.05,17712.35,18310.94
5,2022-2-14,2022-2-18,18182.73,18330.63,17942.68,18232.35
6,2022-2-21,2022-2-25,18196.4,18253.1,17554.97,17652.18
7,2022-3-1,2022-3-1,17657.5,17944.5,17657.5,17898.25
8,2022-4-1,2022-4-1,17657.76,17657.76,17465.61,17625.59
9,2022-4-6,2022-4-8,17484.19,17528.99,17178.63,17284.54
10,2022-4-11,2022-4-15,17273.05,17374.14,16905.13,17004.18
11,2022-4-18,2022-4-22,16958.66,17213.66,16845.51,17025.09
12,2022-4-25,2022-4-29,16912.3,16912.3,16219.41,16592.18
13,2022-5-3,2022-5-6,16593.21,16783.78,16312.17,16408.2
14,2022-5-9,2022-5-13,16345.84,16345.84,15616.68,15832.54
15,2022-5-16,2022-5-20,15943.69,16316.58,15847.46,16144.85
16,2022-5-23,2022-5-27,16193.92,16266.22,15949.61,16266.22
17,2022-5-30,2022-5-30,16368.93,16610.62,16368.93,16610.62
18,2022-6-1,2022-6-2,16718.91,16811.04,16540.55,16552.57
19,2022-6-6,2022-6-10,16570.89,16702.99,16403.33,16460.12
20,2022-6-13,2022-6-17,16295.07,16295.07,15573.38,15641.26
21,2022-6-20,2022-6-24,15649.2,15728.64,15102.4,15303.32
22,2022-6-27,2022-6-29,15409.08,15656.35,15218.07,15240.13
23,2022-7-1,2022-7-1,14812.13,14812.13,14336.03,14343.08
24,2022-7-4,2022-7-8,14237.83,14552.42,13951.81,14464.53
25,2022-7-11,2022-7-15,14478.31,14579.73,13928.66,14550.62
26,2022-7-18,2022-7-22,14589.1,14996.24,14589.1,14949.36
27,2022-7-25,2022-7-29,14902.25,15035.27,14717.02,15000.07
28,2022-8-1,2022-8-5,14982.27,15041.41,14545.69,15036.04
29,2022-8-8,2022-8-12,14972.21,15298.42,14890.55,15288.97
30,2022-8-15,2022-8-19,15332.92,15475.89,15311.22,15408.78
31,2022-8-22,2022-8-26,15375.2,15375.2,15053.52,15278.44
32,2022-8-29,2022-8-29,15197.19,15197.19,14843.72,14926.19
33,2022-9-1,2022-9-2,14981.0,14981.0,14673.04,14673.04
34,2022-9-5,2022-9-8,14670.18,14789.31,14397.12,14583.42
35,2022-9-12,2022-9-16,14711.34,14949.56,14521.65,14561.76
36,2022-9-19,2022-9-23,14567.27,14585.06,14109.71,14118.38
37,1999-1-25,1999-1-30,6142.73,6204.46,5949.45,5998.32
38,2022-9-26,2022-9-29,13993.42,13993.42,13462.57,13534.26
39,2022-10-3,2022-10-4,13359.26,13586.96,13273.48,13576.52
