,start_date,close_date,open,high,low,close
0,2019-1-2,2019-1-4,9725.27,9737.68,9319.28,9382.51
1,2019-1-7,2019-1-11,9460.2,9796.98,9460.2,9759.4
2,2019-1-14,2019-1-18,9737.67,9842.8,9677.49,9836.06
3,2019-1-21,2019-1-25,9870.27,9980.08,9828.03,9969.61
4,2019-1-28,2019-1-30,10006.46,10020.6,9893.96,9932.26
5,2019-10-1,2019-10-4,10855.6,10967.65,10809.28,10894.48
6,2019-10-7,2019-10-9,10932.24,11020.51,10889.96,10889.96
7,2019-10-14,2019-10-18,11004.74,11237.38,11004.74,11180.22
8,2019-10-21,2019-10-25,11166.24,11347.18,11147.86,11296.12
9,2019-10-28,2019-11-1,11321.99,11428.42,11292.83,11399.53
10,2019-11-4,2019-11-8,11451.72,11668.2,11451.72,11579.54
11,2019-11-11,2019-11-15,11570.33,11570.33,11409.83,11525.6
12,2019-11-18,2019-11-22,11543.8,11656.4,11478.43,11566.8
13,2019-11-25,2019-11-29,11590.81,11654.06,11485.16,11489.57
14,2019-12-2,2019-12-6,11509.94,11657.65,11454.38,11609.64
15,2019-12-9,2019-12-13,11635.47,11990.78,11607.26,11927.73
16,2019-12-16,2019-12-20,11915.61,12125.9,11915.61,11959.08
17,2019-12-23,2019-12-27,11969.14,12093.02,11960.21,12091.59
18,2019-12-30,2019-12-31,12094.81,12114.89,11997.14,11997.14
19,2019-2-11,2019-2-15,10029.84,10140.98,9988.83,10064.78
20,2019-2-18,2019-2-22,10096.94,10322.92,10096.94,10322.92
21,2019-2-25,2019-2-27,10343.45,10416.91,10343.45,10389.17
22,2019-3-4,2019-3-8,10385.25,10402.39,10204.21,10241.75
23,2019-3-11,2019-3-15,10224.27,10439.24,10214.02,10439.24
24,2019-3-18,2019-3-22,10455.19,10667.94,10445.74,10639.07
25,2019-3-25,2019-3-29,10535.12,10641.04,10458.79,10641.04
26,2019-4-1,2019-4-3,10714.68,10741.56,10627.01,10704.38
27,2019-4-8,2019-4-12,10759.96,10887.12,10759.96,10805.3
28,2019-4-15,2019-4-19,10849.84,11077.99,10849.55,10968.5
29,2019-4-22,2019-4-26,10994.52,11070.85,10906.44,10952.47
30,2019-4-29,2019-4-30,10952.91,10992.55,10905.78,10967.73
31,2019-5-2,2019-5-3,10992.76,11097.0,10988.7,11096.3
32,2019-5-6,2019-5-10,11005.36,11005.36,10669.39,10712.99
33,2019-5-13,2019-5-17,10684.04,10693.44,10363.02,10384.11
34,2019-5-20,2019-5-24,10405.36,10520.62,10289.69,10328.28
35,2019-5-27,2019-5-31,10344.18,10515.1,10227.44,10498.49
36,2019-6-3,2019-6-6,10482.45,10541.29,10371.08,10409.2
37,2019-6-10,2019-6-14,10486.23,10637.9,10466.24,10524.67
38,2019-6-17,2019-6-21,10488.7,10840.29,10474.19,10803.77
39,2019-6-24,2019-6-28,10734.25,10800.29,10645.37,10730.83
40,2019-7-1,2019-7-5,10821.3,10914.85,10720.66,10785.73
41,2019-7-8,2019-7-12,10742.81,10867.59,10680.85,10824.35
42,2019-7-15,2019-7-19,10819.92,10919.96,10769.57,10873.19
43,2019-7-22,2019-7-26,10910.5,10994.44,10879.24,10891.98
44,2019-7-29,2019-8-2,10872.63,10927.16,10524.68,10549.04
45,2019-8-5,2019-8-8,10528.87,10542.49,10180.04,10494.49
46,2019-8-12,2019-8-16,10491.79,10518.02,10287.76,10420.89
47,2019-8-19,2019-8-23,10449.39,10596.41,10449.39,10538.11
48,2019-8-26,2019-8-30,10453.4,10618.05,10340.15,10618.05
49,2019-9-2,2019-9-6,10613.19,10803.07,10557.03,10780.64
50,2019-9-9,2019-9-12,10808.68,10862.68,10732.78,10827.55
51,2019-9-16,2019-9-20,10822.69,10971.54,10822.69,10929.69
52,2019-9-23,2019-9-27,10924.81,10948.19,10825.85,10829.68
